"","X","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"191","cg20117256",-0.106119638486281,0.326246601101265,-6.29810313535331,0.00141664138236106,0.911788734741697,-0.488397494586937
"192","cg22949073",0.21884999635856,0.625475785043266,6.29681521995599,0.00141796605639464,0.911788734741697,-0.489149240980508
"193","cg21981270",0.545660587023798,0.390222378552535,6.29504205379143,0.00141979221631008,0.911788734741697,-0.490184560359313
"194","cg26815291",-0.0703845504825306,0.141714359042822,-6.29368052001733,0.00142119632003685,0.911788734741697,-0.490979799239836
"195","cg18396789",0.117120112575986,0.662585974194222,6.29087094354546,0.00142409890907471,0.911788734741697,-0.492621530383115
"196","cg09192369",-0.145681514936325,0.569126479587155,-6.27798271911731,0.00143750352054877,0.911788734741697,-0.5001651016593
"197","cg00675157",0.704047654614425,0.528790046211562,6.27167330691928,0.00144411982829273,0.911788734741697,-0.503865568408342
"198","cg27468880",0.352616217231808,0.352767151426962,6.26984677401402,0.00144604188832064,0.911788734741697,-0.504937753262305
"199","cg26292018",0.199058262835283,0.647385229945978,6.25457592622309,0.00146222971345945,0.911788734741697,-0.513918093326962
"200","cg02678768",0.320280749261881,0.560402311478516,6.25082506810188,0.0014662383547145,0.911788734741697,-0.516128316200058
"201","cg15680288",-0.0831839867504598,0.402823882680413,-6.24920886322021,0.00146796962012627,0.911788734741697,-0.517081219918948
"202","cg14937607",0.163044346771757,0.67689024677339,6.23840911455758,0.00147960014316985,0.911788734741697,-0.523457071816983
"203","cg03345448",-0.143062305719462,0.707468832269899,-6.23259343594867,0.00148590808496013,0.911788734741697,-0.526896531829324
"204","cg15522989",-0.272999792510824,0.203631258291806,-6.2311876607991,0.00148743759473908,0.911788734741697,-0.527728560658355
"205","cg27471192",0.107770608643054,0.346985060634585,6.22458046195451,0.00149465120456472,0.911788734741697,-0.531642454864615
"206","cg22609908",0.157606462577523,0.68696976287752,6.22421226002456,0.00149505440918596,0.911788734741697,-0.531860727403567
"207","cg18072038",0.116957659327719,0.782485742319645,6.21956934589577,0.00150014969043388,0.911788734741697,-0.534614541332917
"208","cg02210123",-0.0927124611427418,0.178265748671327,-6.21807093326436,0.00150179845358506,0.911788734741697,-0.535503861859647
"209","cg06379478",0.170749417958258,0.653642392518392,6.21256808103777,0.00150787177510597,0.911788734741697,-0.538772278173618
"210","cg10139151",0.159764928978382,0.638525141627315,6.20613052517627,0.00151501339982071,0.911788734741697,-0.542600708641159
"211","cg16325482",0.132868155060684,0.324985169515765,6.2042517200005,0.00151710518215408,0.911788734741697,-0.543719025107067
"212","cg19455396",0.128083615423606,0.854717526259783,6.19859173730238,0.00152342732782796,0.911788734741697,-0.547090698786691
"213","cg27452255",0.104102214817023,0.825313715260901,6.19434774906427,0.00152818815321145,0.911788734741697,-0.549621517614843
"214","cg16505946",-0.0799639509576519,0.110228712428867,-6.19188434151252,0.00153095958210965,0.911788734741697,-0.551091568263614
"215","cg12458207",-0.0769046053621579,0.169850654008087,-6.18622242468342,0.00153735189330138,0.911788734741697,-0.554473260382194
"216","cg07850407",0.240031702714326,0.715273415737119,6.18016333075157,0.00154422741448935,0.911788734741697,-0.558096679495828
"217","cg00184279",0.297942060853258,0.65345728686538,6.17089509751995,0.00155481457437273,0.911788734741697,-0.563648232437786
"218","cg18454916",-0.107221970343468,0.0826569361308047,-6.16757271857607,0.00155863051381752,0.911788734741697,-0.565640956307575
"219","cg20812591",0.125484040758181,0.714342687205328,6.16049711761392,0.00156679400075862,0.911788734741697,-0.569889506539317
"220","cg10987735",0.134711567001141,0.821545273984741,6.13319459907902,0.00159876920874689,0.911788734741697,-0.586343301373845
"221","cg06176691",0.0739430850079312,0.761435539833781,6.13319369319972,0.00159877028231988,0.911788734741697,-0.586343848884264
"222","cg07621697",0.357100383117057,0.300603570986802,6.12904376575533,0.00160369733923657,0.911788734741697,-0.588853157302119
"223","cg07380590",0.106836492521336,0.293580498415525,6.1287334672577,0.00160406646199453,0.911788734741697,-0.589040872287663
"224","cg02585849",0.219313034903537,0.298651140446147,6.12789263772169,0.00160506719234162,0.911788734741697,-0.589549594068541
"225","cg14803417",-0.298043996556148,0.253236622135428,-6.12724240857998,0.00160584157902036,0.911788734741697,-0.589943060408795
"226","cg13752545",0.142340434214547,0.761155275511595,6.12694933758721,0.00160619075382979,0.911788734741697,-0.590120421154639
"227","cg22671410",-0.103805009873496,0.0957885204845707,-6.1216232228209,0.00161255204603325,0.911788734741697,-0.593345604713998
"228","cg09757127",0.0808272986297491,0.788610781286299,6.11903879991208,0.00161564944396511,0.911788734741697,-0.594911895597467
"229","cg06644051",-0.123868142355343,0.26964005872665,-6.11625044177478,0.00161899910207706,0.911788734741697,-0.59660274631895
"230","cg13243661",0.274050878220197,0.77293757060347,6.10323562215035,0.00163474220494158,0.911788734741697,-0.604508151491411
"231","cg22865989",-0.148229934234244,0.770567063214747,-6.10237615131691,0.00163578816452114,0.911788734741697,-0.605030977477825
"232","cg13227206",0.108382048067429,0.819894731089826,6.09970989678034,0.00163903795409916,0.911788734741697,-0.606653498480525
"233","cg26143944",0.238507378567292,0.63511714308706,6.09187681539971,0.00164862936599555,0.911788734741697,-0.61142555862779
